enable_time_secs=1716792647	enable_time_usecs=034188	siftrver=1.2.4	hz=100	tcp_rtt_scale=32	sysname=FreeBSD	sysver=1301000	ipmode=4
o,0x00000000,1716792647.034218,10.0.2.15,22,10.0.2.2,56439,1073725440,17298,0,65535,65700,0,0,4,1460,1,0,4,24,33580,44,65700,0,0,0,0,0
o,0x00000000,1716792647.034332,10.0.2.15,22,10.0.2.2,56439,1073725440,17298,0,65535,65700,0,0,4,1460,1,0,4,24,33580,80,65700,0,44,0,0,0
i,0x00000000,1716792647.034742,10.0.2.15,22,10.0.2.2,56439,1073725440,17298,0,65535,65700,0,0,4,1460,1,0,4,24,33580,80,65700,0,80,0,0,0
i,0x00000000,1716792647.034745,10.0.2.15,22,10.0.2.2,56439,1073725440,17342,0,65535,65700,0,0,4,1460,1,0,4,24,33580,36,65700,0,36,0,0,0
o,0x00000000,1716792647.034804,10.0.2.15,22,10.0.2.2,56439,1073725440,17378,0,65535,65700,0,0,4,1460,1,0,4,24,33580,36,65700,0,0,0,0,0
i,0x00000000,1716792647.035410,10.0.2.15,22,10.0.2.2,56439,1073725440,17378,0,65535,65700,0,0,4,1460,1,0,4,24,33580,36,65700,0,36,0,0,0
o,0x00000000,1716792647.035500,10.0.2.15,22,10.0.2.2,56439,1073725440,17414,0,65535,65700,0,0,4,1460,1,0,4,23,33580,36,65700,0,0,0,0,0
i,0x00000000,1716792647.036322,10.0.2.15,22,10.0.2.2,56439,1073725440,17414,0,65535,65700,0,0,4,1460,1,0,4,23,33580,36,65700,0,36,0,0,0
o,0x00000000,1716792647.036424,10.0.2.15,22,10.0.2.2,56439,1073725440,17450,0,65535,65700,0,0,4,1460,1,0,4,23,33580,140,65700,0,0,0,0,0
i,0x00000000,1716792647.037317,10.0.2.15,22,10.0.2.2,56439,1073725440,17450,0,65535,65700,0,0,4,1460,1,0,4,23,33580,140,65700,0,140,0,0,0
i,0x00000000,1716792647.037950,10.0.2.15,22,10.0.2.2,56439,1073725440,17590,0,65535,65700,0,0,4,1460,1,0,4,23,33580,0,65700,0,0,0,0,0
i,0x00000000,1716792647.037952,10.0.2.15,22,10.0.2.2,56439,1073725440,17590,0,65535,65700,0,0,4,1460,1,0,4,23,33580,0,65700,36,0,0,0,0
o,0x00000000,1716792647.037954,10.0.2.15,22,10.0.2.2,56439,1073725440,17590,0,65535,65700,0,0,4,1460,1,0,5,23,33580,0,65700,96,0,0,0,0
i,0x00000000,1716792647.038028,10.0.2.15,22,10.0.2.2,56439,1073725440,17590,0,65535,65700,0,0,4,1460,1,0,4,23,33580,0,65700,96,0,0,0,0
o,0x00000000,1716792647.038031,10.0.2.15,22,10.0.2.2,56439,1073725440,17590,0,65535,65604,0,0,5,1460,1,0,7,23,33580,0,65700,96,0,0,0,0
o,0x00000000,1716792647.038617,10.0.2.15,22,10.0.2.2,56439,1073725440,17590,0,65535,65604,0,0,8,1460,1,0,4,23,33580,0,65700,0,0,0,0,0
i,0x00000000,1716792647.039053,10.0.2.15,22,10.0.2.2,56439,1073725440,17590,0,65535,65604,0,0,8,1460,1,0,20,23,33580,0,65700,0,1,0,0,0
i,0x00000000,1716792649.213654,10.0.2.15,22,10.0.2.2,56444,1073725440,14600,0,65535,65700,0,0,4,1460,1,0,0,27,33580,0,65700,0,0,0,0,0
o,0x00000000,1716792649.219730,10.0.2.15,22,10.0.2.2,56444,1073725440,14600,0,65535,65700,0,0,4,1460,1,0,0,27,33580,38,65700,41,0,0,0,0
i,0x00000000,1716792649.220433,10.0.2.15,22,10.0.2.2,56444,1073725440,14600,0,65535,65700,0,0,4,1460,1,0,0,27,33580,38,65700,0,38,0,0,0
i,0x00000000,1716792649.221113,10.0.2.15,22,10.0.2.2,56444,1073725440,14638,0,65535,65700,0,0,4,1460,1,0,0,24,33580,0,65700,0,0,0,0,0
i,0x00000000,1716792649.221116,10.0.2.15,22,10.0.2.2,56444,1073725440,14638,0,65535,65700,0,0,4,1460,1,0,0,24,33580,0,65700,1460,0,0,0,0
o,0x00000000,1716792649.221119,10.0.2.15,22,10.0.2.2,56444,1073725440,14638,0,65535,65700,0,0,4,1460,1,0,1,24,33580,0,65700,1536,0,0,0,0
o,0x00000000,1716792649.221824,10.0.2.15,22,10.0.2.2,56444,1073725440,14638,0,65535,65700,0,0,4,1460,1,0,0,24,33580,1056,65700,1536,0,0,0,0
i,0x00000000,1716792649.222267,10.0.2.15,22,10.0.2.2,56444,1073725440,14638,0,65535,65700,0,0,4,1460,1,0,0,24,33580,1056,65700,1536,1056,0,0,0
i,0x00000000,1716792649.223951,10.0.2.15,22,10.0.2.2,56444,1073725440,15694,0,65535,65700,0,0,4,1460,1,0,0,24,33580,0,65700,0,0,0,0,0
o,0x00000000,1716792649.226447,10.0.2.15,22,10.0.2.2,56444,1073725440,15694,0,65535,65700,0,0,4,1460,1,0,0,24,33580,484,65700,0,0,0,0,0
i,0x00000000,1716792649.228220,10.0.2.15,22,10.0.2.2,56444,1073725440,15694,0,65535,65700,0,0,4,1460,1,0,0,24,33580,484,65700,0,484,0,0,0
i,0x00000000,1716792649.232887,10.0.2.15,22,10.0.2.2,56444,1073725440,16178,0,65535,65700,0,0,4,1460,1,0,0,24,33580,0,65700,0,0,0,0,0
i,0x00000000,1716792649.238107,10.0.2.15,22,10.0.2.2,56444,1073725440,16178,0,65535,65700,0,0,4,1460,1,0,0,24,33580,0,65700,0,0,0,0,0
